"family"	"genus"	"specificepithet"	"stateprovince"	"county"	"locality"	"uuid"	"count"
"asparagaceae"	"dichelostemma"	"capitatum"	"california"	"santa barbara"	"santa barbara island: w of cliff cyn, opposite shag rock"	"e1ccb4c3-9265-427d-9cfb-030942b763da"	9
"asparagaceae"	"dichelostemma"	"capitatum"	"california"	"santa barbara"	"santa barbara island: west end"	"ef9eea5c-f5e9-4429-8747-6e447e9fedb0"	9
"asparagaceae"	"dichelostemma"	"capitatum"	"california"	"santa barbara"	"santa barbara island: just across mouth of middle cyn"	"fa32fbba-dba7-4386-b914-5edf60b1573c"	9
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"canyon on east side of the island."	"0716b523-2319-46bd-824d-9a5a07634bfb"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"west slope of santa barbara island."	"0a20bf52-9180-4fc7-ac3b-eb79c9a552cb"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: w face of signal pk, facing sutil island, within sight of webster pt"	"1046eac1-2d96-47ed-9a41-864a0ed56d95"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"west side of santa barbara island."	"1374b3cb-1ff3-4e8c-a295-769e9e4525f9"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: lower one-third of middle cyn"	"1df44160-cecf-4f35-9c47-12921ad32042"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"w slope of santa barbara island."	"3baa17a2-71a8-41a5-b3bd-1aff65367e6f"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: w of cat cyn, se of signal pt"	"3c0b1a5d-5aae-4a08-9b74-09df54fcc0ff"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"west slope of santa barbara island."	"3cd46a3d-181d-450a-bc8e-78366b781ed8"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island. south end."	"58866925-6688-41d4-ac00-6587007857fd"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island. south end."	"7ee81472-8d58-44f1-966b-c105b3387b56"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: middle cyn, e side of island"	"84dbd31b-1b84-4d09-b82b-fe4651e2c958"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: lower cave cyn"	"88c2e2af-e142-4f68-af15-a65ea66a9fca"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: w of cat cyn, se of signal pk"	"8ddaacda-b138-4acd-8599-c615c0eacaaa"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: lower cave cyn"	"8f83efa1-8d3f-4427-9c43-4e9b5549fe98"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"growing on rocky sea bluffs, south end of santa barbara island."	"b51cc8af-8e4b-41e0-bf77-164d4d15db83"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: south end"	"b57dbefe-5884-4f62-9ad8-1e38da7c51fc"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island."	"c5ac717d-b56e-4da8-acd9-586e9f730471"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"w slope santa barbara island"	"d744f3c3-dab0-46f4-8a32-9670c7d197ac"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island. east facing sea-bluff at mouth of cave canyon, east side of island."	"dda84f57-53e5-43b7-9b8d-441827160a96"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island. east facing sea-bluff at mouth of cave canyon, east side of island."	"f0719bbf-32ec-404d-ad1d-05c6dad0f1b8"	21
"crassulaceae"	"dudleya"	"traskiae"	"california"	"santa barbara"	"santa barbara island: lower cave cyn"	"f524d9ac-7d14-4aaa-afff-a370da8b94b6"	21
"asteraceae"	"encelia"	"californica"	"california"	"santa barbara"	"santa barbara island: s side of signal pk; downslope from rock cave just below trail se of signal pk"	"35654b9d-c536-4044-bf7e-32f79e59a8e2"	1
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"005e8d9a-bcac-4ee9-92f0-bf7205d6091f"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"on s slope, santa barbara id"	"0d8b53bb-534d-4808-a544-59df5788e756"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"175dc305-13f1-4b08-bc34-eb9b2ed58dc6"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"18333a4c-5074-44c7-992c-3919b9bb9818"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"1bfdc931-8cb8-4605-8bcb-d0b3f530d951"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island."	"1e2add62-f1e5-4578-bdfd-ef56bb31abba"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"23702fec-3c05-45df-872a-854fe6aed546"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"2407eb00-709c-4b90-8862-381742f14e0b"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: e-facing sea-bluff n of cliff canyon, n end of island"	"24d7aac2-13c7-400b-bc07-0c86a8c49db8"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"boat landing cove"	"250e41f7-99c4-48c9-8782-5bf619ba453a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"channel islands, santa barbara island: landing cove east side of the island"	"4120a0b1-5bda-4e25-81a1-06c2077834c9"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. bluff due north of north peak."	"4527c989-c885-4637-91e7-7c79f3f3dc5d"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"channel islands, santa barbara island; boat landing cove"	"4b281cbe-764f-42e7-8f41-e0739357190f"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island; s slope"	"5a512bca-42b3-4ec9-9325-c59996202098"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island."	"5d2a8fea-e462-4c5a-928a-bb3385fdbbb6"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: south end"	"64cfcbed-9c3d-46fe-83d2-abf6c3a37405"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"6db50321-6bf6-4cd2-8ed8-22a712b17f46"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"75c538cd-1144-47d6-b7bd-3c40a7fc8a55"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: shag rock"	"8ba698b7-2180-4791-aba8-500645772b0d"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara id, south slope in undisturbed area."	"8f69aec6-85af-462b-98db-408d150ec468"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: boat landing cove"	"98ca3e38-b165-4054-85dc-4a7cf438b378"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"98ec369a-eae4-4f0b-98ff-3b182e7ff49b"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: north pk"	"9c56cebb-f9c8-4e2b-a9b8-e53eedcb7a23"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: landing cove; isotype"	"9ca92364-2722-425a-9938-adb713d786a0"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: half way up to w ridge, sutil island"	"a1f3edd9-b721-41c3-98b4-63310cf7952a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"a2cf01fd-a069-48dc-9b0d-7d3810bfbe52"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"ae19d18f-c665-414b-b532-6f047697a21a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. south end."	"bdc134e7-8351-4678-9bb9-6439f3232030"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"c03d8d33-a3a1-47ec-a1e1-baf854518dc3"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: just above landing platform, landing cove"	"c70d05b3-e573-416d-96ba-82aa5ee2a850"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"d3f53e9f-832c-49cb-95c6-2a8bc966b4ce"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: terrace e of head of cat cyn"	"d4e3d320-d31b-4b09-9e05-ee643ef449af"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"d9653d0d-7a4c-4350-a6e2-51bd56815c77"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: base of s side of webster pt"	"d9a33b3d-9ed0-4480-8faf-caaed1b6c3ac"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. south end."	"dcdd9cd0-bc37-4ad3-8915-20e1318fc2e7"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"e108c784-3946-4fa7-9347-17b1bdaf9124"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"e65a8062-9e10-4949-a0ad-507a469d4338"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"f927ff95-908c-4677-adf6-22b2629c9ca7"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"005e8d9a-bcac-4ee9-92f0-bf7205d6091f"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"on s slope, santa barbara id"	"0d8b53bb-534d-4808-a544-59df5788e756"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"175dc305-13f1-4b08-bc34-eb9b2ed58dc6"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"18333a4c-5074-44c7-992c-3919b9bb9818"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"1bfdc931-8cb8-4605-8bcb-d0b3f530d951"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island."	"1e2add62-f1e5-4578-bdfd-ef56bb31abba"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"23702fec-3c05-45df-872a-854fe6aed546"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"2407eb00-709c-4b90-8862-381742f14e0b"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: e-facing sea-bluff n of cliff canyon, n end of island"	"24d7aac2-13c7-400b-bc07-0c86a8c49db8"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"boat landing cove"	"250e41f7-99c4-48c9-8782-5bf619ba453a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"channel islands, santa barbara island: landing cove east side of the island"	"4120a0b1-5bda-4e25-81a1-06c2077834c9"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. bluff due north of north peak."	"4527c989-c885-4637-91e7-7c79f3f3dc5d"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"channel islands, santa barbara island; boat landing cove"	"4b281cbe-764f-42e7-8f41-e0739357190f"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island; s slope"	"5a512bca-42b3-4ec9-9325-c59996202098"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island."	"5d2a8fea-e462-4c5a-928a-bb3385fdbbb6"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: south end"	"64cfcbed-9c3d-46fe-83d2-abf6c3a37405"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"6db50321-6bf6-4cd2-8ed8-22a712b17f46"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"75c538cd-1144-47d6-b7bd-3c40a7fc8a55"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: shag rock"	"8ba698b7-2180-4791-aba8-500645772b0d"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara id, south slope in undisturbed area."	"8f69aec6-85af-462b-98db-408d150ec468"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: boat landing cove"	"98ca3e38-b165-4054-85dc-4a7cf438b378"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"98ec369a-eae4-4f0b-98ff-3b182e7ff49b"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: north pk"	"9c56cebb-f9c8-4e2b-a9b8-e53eedcb7a23"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: landing cove; isotype"	"9ca92364-2722-425a-9938-adb713d786a0"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: half way up to w ridge, sutil island"	"a1f3edd9-b721-41c3-98b4-63310cf7952a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"a2cf01fd-a069-48dc-9b0d-7d3810bfbe52"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: santa barbara island"	"ae19d18f-c665-414b-b532-6f047697a21a"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. south end."	"bdc134e7-8351-4678-9bb9-6439f3232030"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"c03d8d33-a3a1-47ec-a1e1-baf854518dc3"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: just above landing platform, landing cove"	"c70d05b3-e573-416d-96ba-82aa5ee2a850"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"d3f53e9f-832c-49cb-95c6-2a8bc966b4ce"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: terrace e of head of cat cyn"	"d4e3d320-d31b-4b09-9e05-ee643ef449af"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. small canyon between landing cove and cliff canyon"	"d9653d0d-7a4c-4350-a6e2-51bd56815c77"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: base of s side of webster pt"	"d9a33b3d-9ed0-4480-8faf-caaed1b6c3ac"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island. south end."	"dcdd9cd0-bc37-4ad3-8915-20e1318fc2e7"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island"	"e108c784-3946-4fa7-9347-17b1bdaf9124"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"landing cove, santa barbara island"	"e65a8062-9e10-4949-a0ad-507a469d4338"	38
"polygonaceae"	"eriogonum"	"giganteum"	"california"	"santa barbara"	"santa barbara island: lower middle cyn"	"f927ff95-908c-4677-adf6-22b2629c9ca7"	38
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. rocks near the east landing,"	"1ec33f1a-f5df-4c7f-afbd-18b4f1648b30"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"slope near landing, santa barbara island"	"1fb40b12-3c51-43f2-b61a-923c0469efd6"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"near east landing, santa barbara island"	"3ab52a54-abdb-4e3e-988b-685c2f66f569"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. south end."	"3e09f052-b7f6-4ffa-8ffc-3408647bb824"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"near landing, santa barbara island"	"445860c4-a5c3-4b50-9d50-2228eeb33b69"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. edge of nw-facing rocky sea-bluff n of north peak"	"6be05e21-eedb-4cd4-acad-ff8d5733b0bb"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"cliff break west of arched point, north side of island, santa barbara island"	"7b5d83d8-8b14-49c7-848d-00653c9da32e"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"cliff break west of arched point, north side of santa barbara island."	"80342dde-d6fb-4023-8c1b-622acd192c1c"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"south end, santa barbara island"	"83cbec07-6635-4956-8f89-bb7f750eaea4"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. cliff break west of arched point, north side of island."	"841643dd-25f7-469c-ae77-be5d182df9a9"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island, east facing sea bluff at mouth of cave canyon, east side of island."	"849ab717-f28e-4a76-a8da-86cf6899d6e9"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"near east landing, santa barbara island"	"86c1b09e-6211-4b9a-9471-12aa4fac4b94"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"south end santa barbara island"	"8a7e2573-0a98-4bc3-88cc-530cf071ae35"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island, small canyon between landing cove and cave canyon."	"8d06369d-7fea-4ef0-a13f-a2ac43e3b04c"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. east facing sea-bluff at mouth of cave canyon, east side of island."	"b267c4b5-bf2a-4d1c-955a-567e994c0548"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"los angeles"	"slope near landing, santa barbara island"	"c9a60314-5943-43e2-bf4b-df5a6c02ac74"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island."	"cbfc4a4a-c34d-4347-b187-93101d6b56be"	18
"asteraceae"	"eriophyllum"	"nevinii"	"california"	"santa barbara"	"santa barbara island. north west rock, sea cliff."	"d958eb95-8d9a-4aa1-8fc6-f516a162b219"	18
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: near landing cove"	"05ff48b1-8478-4d84-84b0-5a6c19f782a2"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island. n-facing slope along path above landing cove"	"1e0a4717-57ba-49bd-8e38-76b9bd3647b4"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: summit of north pk"	"4328c0ec-fd98-4513-927b-f7d0064d7311"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: up from the landing cove, boat landing cove"	"59411107-f11a-4f40-8c69-1c72c80f21f9"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: se point of island, between graveyard and cat cyn"	"74e49f43-eee1-4ac6-93c1-c637000a302c"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: just n of landing cove, near shell mound"	"77e35da7-22c4-4013-ac75-54abb6c07006"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: head of cliff cyn at base of arch pt"	"7f80b02f-f1cb-4d44-a160-527ab31a80d2"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: landing cove area"	"84877b2c-2c20-431e-a41b-e73ff4e766b3"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island. landing canyon,"	"b67bf826-acad-41b3-9357-07f7e146b426"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island; boat landing cove."	"ce85ec0b-5537-4f03-834a-39776392999b"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"southeast point of island between craveyard and cat canyons"	"e42ddb17-e3a7-4ff6-a395-49cb41053f17"	12
"geraniaceae"	"erodium"	"cicutarium"	"california"	"santa barbara"	"santa barbara island: s end of island, between cat cyn and sutil island"	"e8070ede-4aef-491e-abf5-5de30b98f719"	12
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island. midway down cave canyon"	"021b56bf-e2a2-4fa2-a210-3c95b86ca154"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"upper one third of cave canyon. alt 200ft"	"12366ea2-b709-451d-b429-aa0381ed9669"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island. near camp"	"21f5de15-a424-4aab-8157-e2107f61dd9c"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: arch point"	"29c8ac71-b557-456d-9d7f-48e1ece92597"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: just n of landing cove, near shell mound"	"40b56f34-2e78-49ac-82fe-6583bef97f71"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island near camp"	"47997f32-1e6c-4a13-9d8b-30e839340693"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: upper third of cave cyn"	"663e8d5a-f101-479c-a89a-425f96a5171d"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: head of cliff cyn at base of arch pt"	"80bdf010-eb15-4c17-a735-618b32bdfdaf"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: camp, landing cove"	"8be0eb74-4974-442a-a354-bc6729900b32"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: cat cyn"	"bc202070-5f5f-4a8f-b398-22d51d6a5d89"	11
"geraniaceae"	"erodium"	"moschatum"	"california"	"santa barbara"	"santa barbara island: middle of slope, landing cove area"	"d82d919b-dace-4a44-807c-1f9b384642db"	11
"polemoniaceae"	"gilia"	"achilleifolia"	"california"	"santa barbara"	"along trail from landing santa barbara island"	"317504a9-b6a4-44bf-8124-e0f7cf1a38fc"	1
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: just s of landing cove"	"0e4846f9-4cf9-42ea-ab67-ad19221b0e3f"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: landing cove"	"1f5aeeb6-ba20-4609-a04e-596e131768ca"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: graveyard cyn near jct of n and s forks"	"4e437805-d5c7-41fc-b9c3-f00f05960726"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island. n-facing slope along path above landing cove"	"74f4ed13-8323-48cd-9a0d-b96b1cad92be"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: graveyard cyn, just below jct of forks"	"81dd90c7-df79-4848-a5f6-bba6b7cbcb4a"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: trail from above landing cove"	"8b439aa2-3869-4170-9ba6-2cd5daecaeed"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: n edge of landing cove"	"8d830967-ac1c-420f-be27-f6c7a5e255b0"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island. 2nd canyon south"	"9dd0eef5-c045-48f5-9173-1352531ead4f"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: above landing cove"	"d94ccc1d-7d75-4339-9143-c25ad00aaa47"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: second cyn s of middle cyn"	"dcb7cf18-7eb2-4489-bf5a-6448a8df9ec1"	11
"polemoniaceae"	"gilia"	"nevinii"	"california"	"santa barbara"	"santa barbara island: second small cyn s of graveyard cyn"	"ea59af33-8dd8-45c2-8427-566b4aa1ffc2"	11
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island: n side of middle cyn, just e of head of canyon"	"267ac089-23aa-4cad-a5e0-41265d48c084"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island: east side"	"2c098e60-637a-4bb9-97c9-766b0605b3d4"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island: cave cyn"	"50762607-fe18-4d6a-ab89-41490c1871bc"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island: sw of buildings, between landing cove and cave cyn"	"71470dbe-93f8-4c7c-8f67-177b08838e00"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island."	"81042978-1c9d-4c15-b5e5-7dabc784aa2e"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"channel islands santa barbara island, east side of island, north side of middle canyon, just east of head of canyon canyon, near head of canyon"	"978c8431-9434-43c9-b881-5070c98128ec"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"santa barbara"	"santa barbara island: e-facing slope, terrace between cave cyn and north pk"	"ac342258-aca5-4644-b5a6-9e313e1578d6"	8
"asteraceae"	"hemizonia"	"fasciculata"	"california"	"los angeles"	"santa barbara island"	"e034c92e-36e3-4b8c-8577-7d641edea988"	8
"urticaceae"	"hesperocnide"	"tenella"	"california"	"santa barbara"	"santa barbara island: cave cyn, short distance from mouth"	"75c00875-94da-4532-af44-dc226381be89"	1
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"between webster point and base of south peak santa barbara island"	"0d80f53f-c9e2-4e6e-9d67-0c8f3cf8f870"	25
"poaceae"	"hordeum"	"murinum"	"california"	"santa barbara"	"santa barbara island: landing cove area"	"176757fb-9ecb-40c8-a6be-f6881d4debcb"	25
